	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_16685	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16686	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16687	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16688	0	0	0	0	0	0	0	11	0	0	0	0
ASV_16689	0	0	0	0	0	0	0	8	0	0	3	0
ASV_16690	0	0	0	0	0	0	0	7	0	4	0	0
ASV_16691	0	0	0	0	0	0	0	7	4	0	0	0
ASV_16692	0	0	0	0	0	0	0	6	5	0	0	0
ASV_16693	0	0	0	0	0	0	0	5	6	0	0	0
ASV_16694	0	0	0	0	0	0	0	4	0	0	0	7
ASV_16695	0	0	0	0	0	0	0	3	8	0	0	0
ASV_16696	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16697	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16698	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16699	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16700	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16701	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16702	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16703	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16704	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16705	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16706	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16707	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16708	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16709	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16710	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16711	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16712	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16713	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16714	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16715	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16716	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16717	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16718	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16719	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16720	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16721	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16722	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16723	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16724	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16725	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16726	0	0	0	0	0	0	0	0	11	0	0	0
ASV_16727	0	0	0	0	0	0	0	0	6	0	0	5
ASV_16728	0	0	0	0	0	0	0	0	6	5	0	0
ASV_16729	0	0	0	0	0	0	0	0	3	0	0	8
ASV_16730	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16731	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16732	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16733	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16734	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16735	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16736	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16737	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16738	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16739	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16740	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16741	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16742	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16743	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16744	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16745	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16746	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16747	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16748	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16749	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16750	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16751	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16752	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16753	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16754	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16755	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16756	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16757	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16758	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16759	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16760	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16761	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16762	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16763	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16764	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16765	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16766	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16767	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16768	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16769	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16770	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16771	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16772	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16773	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16774	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16775	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16776	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16777	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16778	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16779	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16780	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16781	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16782	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16783	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16784	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16785	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16786	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16787	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16788	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16789	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16790	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16791	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16792	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16793	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16794	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16795	0	0	0	0	0	0	0	0	0	11	0	0
ASV_16796	0	0	0	0	0	0	0	0	0	10	1	0
ASV_16797	0	0	0	0	0	0	0	0	0	9	2	0
ASV_16798	0	0	0	0	0	0	0	0	0	8	0	3
ASV_16799	0	0	0	0	0	0	0	0	0	8	3	0
ASV_16800	0	0	0	0	0	0	0	0	0	7	0	4
ASV_16801	0	0	0	0	0	0	0	0	0	7	4	0
ASV_16802	0	0	0	0	0	0	0	0	0	7	4	0
ASV_16803	0	0	0	0	0	0	0	0	0	6	5	0
ASV_16804	0	0	0	0	0	0	0	0	0	5	6	0
ASV_16805	0	0	0	0	0	0	0	0	0	5	6	0
ASV_16806	0	0	0	0	0	0	0	0	0	5	0	6
ASV_16807	0	0	0	0	0	0	0	0	0	3	3	5
ASV_16808	0	0	0	0	0	0	0	0	0	3	3	5
ASV_16809	0	0	0	0	0	0	0	0	0	3	8	0
ASV_16810	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16811	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16812	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16813	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16814	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16815	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16816	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16817	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16818	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16819	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16820	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16821	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16822	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16823	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16824	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16825	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16826	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16827	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16828	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16829	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16830	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16831	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16832	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16833	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16834	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16835	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16836	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16837	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16838	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16839	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16840	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16841	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16842	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16843	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16844	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16845	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16846	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16847	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16848	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16849	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16850	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16851	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16852	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16853	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16854	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16855	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16856	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16857	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16858	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16859	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16860	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16861	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16862	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16863	0	0	0	0	0	0	0	0	0	0	11	0
ASV_16864	0	0	0	0	0	0	0	0	0	0	8	3
ASV_16865	0	0	0	0	0	0	0	0	0	0	7	4
ASV_16866	0	0	0	0	0	0	0	0	0	0	6	5
ASV_16867	0	0	0	0	0	0	0	0	0	0	5	6
ASV_16868	0	0	0	0	0	0	0	0	0	0	5	6
ASV_16869	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16870	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16871	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16872	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16873	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16874	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16875	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16876	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16877	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16878	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16879	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16880	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16881	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16882	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16883	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16884	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16885	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16886	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16887	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16888	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16889	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16890	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16891	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16892	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16893	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16894	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16895	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16896	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16897	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16898	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16899	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16900	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16901	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16902	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16903	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16904	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16905	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16906	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16907	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16908	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16909	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16910	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16911	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16912	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16913	0	0	0	0	0	0	0	0	0	0	0	11
ASV_16914	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16915	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16916	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16917	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16918	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16919	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16920	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16921	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16922	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16923	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16924	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16925	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16926	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16927	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16928	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16929	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16930	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16931	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16932	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16933	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16934	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16935	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16936	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16937	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16938	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16939	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16940	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16941	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16942	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16943	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16944	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16945	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16946	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16947	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16948	9	1	0	0	0	0	0	0	0	0	0	0
ASV_16949	8	0	0	0	2	0	0	0	0	0	0	0
ASV_16950	8	0	0	0	0	0	0	0	0	1	0	1
ASV_16951	8	0	2	0	0	0	0	0	0	0	0	0
ASV_16952	7	0	1	0	0	0	0	0	0	2	0	0
ASV_16953	7	0	0	0	0	0	0	0	0	0	3	0
ASV_16954	7	0	3	0	0	0	0	0	0	0	0	0
ASV_16955	7	0	0	0	0	0	0	0	0	0	3	0
ASV_16956	6	0	0	0	0	0	0	0	0	4	0	0
ASV_16957	6	0	0	0	0	0	0	0	0	0	4	0
ASV_16958	6	0	4	0	0	0	0	0	0	0	0	0
ASV_16959	6	4	0	0	0	0	0	0	0	0	0	0
ASV_16960	5	1	0	0	0	0	0	0	0	3	1	0
ASV_16961	5	5	0	0	0	0	0	0	0	0	0	0
ASV_16962	5	5	0	0	0	0	0	0	0	0	0	0
ASV_16963	5	1	0	0	0	0	0	0	0	4	0	0
ASV_16964	5	5	0	0	0	0	0	0	0	0	0	0
ASV_16965	5	0	0	0	0	0	0	0	0	5	0	0
ASV_16966	4	6	0	0	0	0	0	0	0	0	0	0
ASV_16967	4	6	0	0	0	0	0	0	0	0	0	0
ASV_16968	4	1	0	0	0	0	0	0	5	0	0	0
ASV_16969	4	0	0	0	0	0	0	6	0	0	0	0
ASV_16970	4	0	1	0	0	0	0	0	0	0	0	5
ASV_16971	3	1	0	0	0	0	0	0	0	0	3	3
ASV_16972	3	0	7	0	0	0	0	0	0	0	0	0
ASV_16973	3	0	7	0	0	0	0	0	0	0	0	0
ASV_16974	2	0	5	0	0	0	0	0	0	3	0	0
ASV_16975	1	0	1	0	2	0	0	4	0	1	0	1
ASV_16976	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16977	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16978	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16979	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16980	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16981	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16982	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16983	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16984	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16985	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16986	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16987	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16988	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16989	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16990	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16991	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16992	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16993	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16994	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16995	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16996	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16997	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16998	0	10	0	0	0	0	0	0	0	0	0	0
ASV_16999	0	8	0	0	0	2	0	0	0	0	0	0
ASV_17000	0	7	0	0	0	3	0	0	0	0	0	0
ASV_17001	0	7	0	0	0	0	0	0	0	0	3	0
ASV_17002	0	6	0	0	0	0	0	4	0	0	0	0
ASV_17003	0	6	0	0	4	0	0	0	0	0	0	0
ASV_17004	0	5	0	0	0	0	0	0	0	5	0	0
ASV_17005	0	5	4	1	0	0	0	0	0	0	0	0
ASV_17006	0	5	0	0	0	0	3	2	0	0	0	0
ASV_17007	0	5	0	0	0	0	0	0	0	0	0	5
ASV_17008	0	5	0	0	0	0	0	0	0	0	0	5
ASV_17009	0	5	0	0	0	0	0	0	0	0	0	5
ASV_17010	0	5	0	0	0	0	0	0	0	0	5	0
ASV_17011	0	4	0	0	0	0	0	0	0	6	0	0
ASV_17012	0	4	0	0	0	0	0	0	0	0	0	6
ASV_17013	0	4	0	0	0	0	0	0	0	0	6	0
ASV_17014	0	4	0	0	0	0	0	0	0	0	0	6
ASV_17015	0	4	0	0	0	0	0	0	0	0	2	4
ASV_17016	0	4	5	0	0	0	0	0	0	0	0	1
ASV_17017	0	3	0	0	0	0	0	7	0	0	0	0
ASV_17018	0	3	0	4	0	0	0	0	0	0	3	0
ASV_17019	0	3	0	0	0	0	0	0	0	0	4	3
ASV_17020	0	2	2	0	0	0	0	6	0	0	0	0
ASV_17021	0	2	0	0	1	2	0	0	0	5	0	0
ASV_17022	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17023	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17024	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17025	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17026	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17027	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17028	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17029	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17030	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17031	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17032	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17033	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17034	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17035	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17036	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17037	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17038	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17039	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17040	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17041	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17042	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17043	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17044	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17045	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17046	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17047	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17048	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17049	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17050	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17051	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17052	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17053	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17054	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17055	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17056	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17057	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17058	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17059	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17060	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17061	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17062	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17063	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17064	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17065	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17066	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17067	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17068	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17069	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17070	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17071	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17072	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17073	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17074	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17075	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17076	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17077	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17078	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17079	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17080	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17081	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17082	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17083	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17084	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17085	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17086	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17087	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17088	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17089	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17090	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17091	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17092	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17093	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17094	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17095	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17096	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17097	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17098	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17099	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17100	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17101	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17102	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17103	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17104	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17105	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17106	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17107	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17108	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17109	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17110	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17111	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17112	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17113	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17114	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17115	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17116	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17117	0	0	10	0	0	0	0	0	0	0	0	0
ASV_17118	0	0	6	4	0	0	0	0	0	0	0	0
ASV_17119	0	0	6	0	4	0	0	0	0	0	0	0
ASV_17120	0	0	5	0	0	0	0	0	0	0	5	0
ASV_17121	0	0	5	0	0	0	0	0	0	0	0	5
ASV_17122	0	0	5	0	0	0	0	0	0	5	0	0
ASV_17123	0	0	5	0	0	0	0	0	0	5	0	0
ASV_17124	0	0	5	0	0	0	0	0	0	5	0	0
ASV_17125	0	0	5	0	0	0	0	0	0	0	5	0
ASV_17126	0	0	5	0	0	0	0	0	0	5	0	0
ASV_17127	0	0	5	0	0	0	0	0	0	0	5	0
ASV_17128	0	0	5	0	0	0	0	0	0	0	5	0
ASV_17129	0	0	4	0	0	0	0	0	0	0	6	0
ASV_17130	0	0	4	0	0	0	0	6	0	0	0	0
ASV_17131	0	0	4	0	0	0	0	0	0	0	6	0
ASV_17132	0	0	4	0	0	0	0	0	0	4	0	2
